gene_id,gene_name,chromosome,is_X,is_Y,CO_Mega,TE_mean
PRTN3,PRTN3,19,0,0,-2.6208598630511837,
ELANE,ELANE,19,0,0,-2.3931121081237823,
CFD,CFD,19,0,0,-2.557027808689737,-0.842295739430984
MED16,MED16,19,0,0,-2.6187011080230125,-2.33493557900884
R3HDM4,R3HDM4,19,0,0,-3.0166508465349757,-2.07151324000098
KISS1R,KISS1R,19,0,0,-2.1309330559152446,
ARID3A,ARID3A,19,0,0,-3.0709722787275346,-2.76583675949904
WDR18,WDR18,19,0,0,-2.904625388611697,-1.47470693863942
GRIN3B,GRIN3B,19,0,0,-2.875149951677775,
TMEM259,TMEM259,19,0,0,-2.107720837926662,-3.4211059670928
CNN2,CNN2,19,0,0,-1.9286063234784248,-1.44377779344456
ABCA7,ABCA7,19,0,0,-2.3027152895965823,-4.22105195510533
ARHGAP45,ARHGAP45,19,0,0,-3.016531796822843,-3.48385135370137
POLR2E,POLR2E,19,0,0,-2.4988127937369757,-1.29545284286406
GPX4,GPX4,19,0,0,-0.9566642449850367,-1.58745548674688
SBNO2,SBNO2,19,0,0,-2.8170234510002317,-4.39487039465428
STK11,STK11,19,0,0,-2.185099299820001,-5.42909488615715
CBARP,CBARP,19,0,0,-3.4490732124031336,
ATP5F1D,ATP5F1D,19,0,0,-2.600869147115686,-1.29142164768004
MIDN,MIDN,19,0,0,-3.7434302100530648,-2.58118490438626
CIRBP,CIRBP,19,0,0,-2.0608642068855207,-1.00124860651153
FAM174C,FAM174C,19,0,0,-2.7499420015815303,-6.92640319693135
EFNA2,EFNA2,19,0,0,-2.3322934873597774,-3.19760450955205
PWWP3A,PWWP3A,19,0,0,-2.0741602849017795,-2.01261620569699
NDUFS7,NDUFS7,19,0,0,-1.974240134104548,-0.864192901890958
GAMT,GAMT,19,0,0,-1.9913639258928484,-1.60994902348084
DAZAP1,DAZAP1,19,0,0,-1.8975579882412834,-2.14701279371852
RPS15,RPS15,19,0,0,-1.839824112952181,-1.64943574949577
APC2,APC2,19,0,0,-3.6670517745143076,
C19orf25,C19orf25,19,0,0,-2.649755878453794,-1.76546991680608
PCSK4,PCSK4,19,0,0,-2.821926983300406,-3.22606509739032
REEP6,REEP6,19,0,0,-1.0103641778985128,-0.862219855654995
ADAMTSL5,ADAMTSL5,19,0,0,-2.923026925055611,-4.30516139209071
PLK5,PLK5,19,0,0,-3.3547420878152643,
MEX3D,MEX3D,19,0,0,-3.47862159633525,-6.18577395873313
MBD3,MBD3,19,0,0,-2.60001979163758,-3.65971037648333
UQCR11,UQCR11,19,0,0,-0.2424280954130591,0.154267494986527
TCF3,TCF3,19,0,0,-3.7451802349461314,-4.43497593032837
ONECUT3,ONECUT3,19,0,0,-2.9547477532748054,
ATP8B3,ATP8B3,19,0,0,-1.7323926420293532,-1.52765939155132
REXO1,REXO1,19,0,0,-3.5606276030987107,-4.91291190269591
KLF16,KLF16,19,0,0,-3.8125207952182603,-2.05860644308262
ABHD17A,ABHD17A,19,0,0,-2.7784454475429694,-3.76277288524101
ADAT3,ADAT3,19,0,0,-3.1765514749384565,
SCAMP4,SCAMP4,19,0,0,-0.9349736116610075,-0.37190952831019
CSNK1G2,CSNK1G2,19,0,0,-2.336440129008448,-4.53727102184451
BTBD2,BTBD2,19,0,0,-2.30183498569229,-3.4791439988905
MKNK2,MKNK2,19,0,0,-2.8017795100642946,-3.42927914044013
MOB3A,MOB3A,19,0,0,-1.4467996357829538,-2.30407723063134
IZUMO4,IZUMO4,19,0,0,-1.893458749950689,-3.01161236849213
AP3D1,AP3D1,19,0,0,-2.243880836136089,-2.52028613968947
DOT1L,DOT1L,19,0,0,-2.9002935830932657,-4.79375690397393
PLEKHJ1,PLEKHJ1,19,0,0,-2.600735551148235,-1.81864325460562
SF3A2,SF3A2,19,0,0,-3.692615357901248,-2.04385709966611
AMH,AMH,19,0,0,-3.048100569999427,
JSRP1,JSRP1,19,0,0,-4.018741827783698,
PEAK3,PEAK3,19,0,0,-3.1724067435051726,
LINGO3,LINGO3,19,0,0,-2.749376928344315,
LSM7,LSM7,19,0,0,-1.9456783580267665,0.0012659882431461
SPPL2B,SPPL2B,19,0,0,-1.7985476150848552,-1.36276611825064
TMPRSS9,TMPRSS9,19,0,0,-2.453183489059686,-3.00676056568216
TIMM13,TIMM13,19,0,0,-1.9084777601566696,-1.63852190598593
LMNB2,LMNB2,19,0,0,-3.4672411712865987,-2.81219503364744
GADD45B,GADD45B,19,0,0,-2.475439387639822,-1.56025082785487
GNG7,GNG7,19,0,0,-1.4528431050274389,-0.499672703848875
DIRAS1,DIRAS1,19,0,0,-2.166377445482775,
SLC39A3,SLC39A3,19,0,0,-1.9580275517772883,-2.31029158258245
SGTA,SGTA,19,0,0,-2.3909442366462645,-1.23040171279759
THOP1,THOP1,19,0,0,-2.3125707603737613,-1.69695277841141
ZNF554,ZNF554,19,0,0,-1.8661073931104522,-1.62507122340126
ZNF555,ZNF555,19,0,0,-0.4513352778352324,1.40831923544173
ZNF556,ZNF556,19,0,0,-0.9139485534340892,
ZNF57,ZNF57,19,0,0,-0.8541945081796953,-0.792666224136655
ZNF77,ZNF77,19,0,0,-1.1343578325805765,-0.704541209545505
TLE6,TLE6,19,0,0,-2.5451828342079335,-1.284176563586
TLE2,TLE2,19,0,0,-2.717627384303519,-3.37537012109214
TLE5,TLE5,19,0,0,-2.479676411695797,-2.11214633874254
GNA11,GNA11,19,0,0,-1.9770149399075212,-2.21365048140782
GNA15,GNA15,19,0,0,-2.1815603615405887,
S1PR4,S1PR4,19,0,0,-2.609960205902931,-3.91603651556812
NCLN,NCLN,19,0,0,-2.1245991643798803,-2.37527310107185
CELF5,CELF5,19,0,0,-2.7093456269921656,
NFIC,NFIC,19,0,0,-2.8025901262782043,-2.37967619189398
SMIM24,SMIM24,19,0,0,-1.6893327943019116,-0.181497899388973
SMIM44,SMIM44,19,0,0,-3.445643401941359,
DOHH,DOHH,19,0,0,-2.8454488252336603,-1.91139149011225
FZR1,FZR1,19,0,0,-2.7636746305606934,-2.2573376544251
TEKTIP1,TEKTIP1,19,0,0,-3.272560420198449,-6.70542482993551
MFSD12,MFSD12,19,0,0,-1.9365295529877784,-2.93894513374494
HMG20B,HMG20B,19,0,0,-2.363646837387483,-2.30972239678389
GIPC3,GIPC3,19,0,0,-2.4432572519771583,-2.07087216829051
TBXA2R,TBXA2R,19,0,0,-2.361381547692652,-3.27953890788282
CACTIN,CACTIN,19,0,0,-3.291908450759582,-3.05187620681565
PIP5K1C,PIP5K1C,19,0,0,-2.555090361439987,-4.216820086624
TJP3,TJP3,19,0,0,-2.874876548326771,-1.65200537153074
APBA3,APBA3,19,0,0,-3.404574560758844,-2.46412248304772
MRPL54,MRPL54,19,0,0,-1.4086985282216133,-0.590138145238181
RAX2,RAX2,19,0,0,-2.7905514866860273,
MATK,MATK,19,0,0,-2.6681750634408257,-4.38631559180218
ZFR2,ZFR2,19,0,0,-3.4214030958462747,
ATCAY,ATCAY,19,0,0,-2.3143997516117913,
NMRK2,NMRK2,19,0,0,-2.0014730803955114,
DAPK3,DAPK3,19,0,0,-2.7671004146431972,-1.23166897039052
EEF2,EEF2,19,0,0,-1.8484893280574202,-2.55120126273327
PIAS4,PIAS4,19,0,0,-2.5246423143302845,-1.84579539360347
ZBTB7A,ZBTB7A,19,0,0,-3.157237615824428,-2.98993570126848
MAP2K2,MAP2K2,19,0,0,-2.566391749166513,-2.65558404710659
CREB3L3,CREB3L3,19,0,0,-2.5033618492970646,-1.80110204877145
SIRT6,SIRT6,19,0,0,-3.141014827266666,-1.55455115364888
ANKRD24,ANKRD24,19,0,0,-3.053704338654237,-3.99082925433026
EBI3,EBI3,19,0,0,-2.620182753697799,
YJU2,YJU2,19,0,0,-2.8475480975541956,-1.69526419079263
SHD,SHD,19,0,0,-2.801585535545959,-1.46999190674431
TMIGD2,TMIGD2,19,0,0,-2.94860332767945,
FSD1,FSD1,19,0,0,-1.596352994111788,
STAP2,STAP2,19,0,0,-1.7706159030384168,-1.22297697639799
MPND,MPND,19,0,0,-2.829425970333462,-3.35188973241201
SH3GL1,SH3GL1,19,0,0,-2.3040621242006853,-2.21083698570584
CHAF1A,CHAF1A,19,0,0,-2.323059490404072,-2.16646417965769
UBXN6,UBXN6,19,0,0,-2.7329088483814967,-2.88258079837803
HDGFL2,HDGFL2,19,0,0,-3.6197901998516304,-1.91845775069381
PLIN4,PLIN4,19,0,0,-1.5280173380267907,-2.45256588707342
PLIN5,PLIN5,19,0,0,-3.1586013291013355,-2.72160815851259
LRG1,LRG1,19,0,0,-2.4531322795742376,-0.561843723373452
SEMA6B,SEMA6B,19,0,0,-2.9897923966591,-2.87289256860452
TNFAIP8L1,TNFAIP8L1,19,0,0,-2.4524428927496658,-1.13812298285564
MYDGF,MYDGF,19,0,0,-1.3966833701258032,-0.719487757101222
DPP9,DPP9,19,0,0,-2.0148271317719395,-2.65178705202926
FEM1A,FEM1A,19,0,0,-2.610618187825427,-3.67883949272757
TICAM1,TICAM1,19,0,0,-3.226139986325787,-3.27633774498123
PLIN3,PLIN3,19,0,0,-2.6396076159735156,-1.26860093923336
ARRDC5,ARRDC5,19,0,0,-1.6516463287304965,
UHRF1,UHRF1,19,0,0,-2.4798307832671274,
KDM4B,KDM4B,19,0,0,-2.765940694102502,-2.29577148100064
PTPRS,PTPRS,19,0,0,-2.169510741165398,-2.31578719191414
ZNRF4,ZNRF4,19,0,0,-2.9929098542472428,
TINCR,TINCR,19,0,0,-3.2673864869402927,
SAFB2,SAFB2,19,0,0,-2.481882457677239,-1.96720428056946
SAFB,SAFB,19,0,0,-2.243656332749792,-1.01117314088165
MICOS13,MICOS13,19,0,0,-1.6266713416185663,-0.154596447559626
HSD11B1L,HSD11B1L,19,0,0,-1.9156199510108145,-3.30163695480206
RPL36,RPL36,19,0,0,-2.1420766104934206,-2.20136379716958
LONP1,LONP1,19,0,0,-2.140325747566612,-2.18759260877964
CATSPERD,CATSPERD,19,0,0,-0.21530442763803137,
PRR22,PRR22,19,0,0,-3.2570169494307066,
DUS3L,DUS3L,19,0,0,-2.428051914594377,
NRTN,NRTN,19,0,0,-2.9987685132453343,-7.05890344270169
FUT6,FUT6,19,0,0,-2.166655775502699,-2.31639556866907
FUT5,FUT5,19,0,0,-2.217497080091185,
NDUFA11,NDUFA11,19,0,0,-0.6558515425309306,
VMAC,VMAC,19,0,0,-3.6666764191349106,-3.69507294134613
CAPS,CAPS,19,0,0,-2.401301746006242,-3.21104106117283
RANBP3,RANBP3,19,0,0,-2.6637155316233763,-1.71934701385732
RFX2,RFX2,19,0,0,-2.603031359276738,-3.64993485027682
ACSBG2,ACSBG2,19,0,0,-0.015436896101650888,
MLLT1,MLLT1,19,0,0,-3.5104598350390166,-2.85846005783232
ACER1,ACER1,19,0,0,-0.7672787627513706,
CLPP,CLPP,19,0,0,-2.323530739029991,-1.33815008596929
ALKBH7,ALKBH7,19,0,0,-3.3488715749772364,-2.26563871318887
PSPN,PSPN,19,0,0,-2.2920617041881375,
GTF2F1,GTF2F1,19,0,0,-2.888899987478549,-1.94332861163959
KHSRP,KHSRP,19,0,0,-2.4398226020059397,-1.59610103306051
SLC25A41,SLC25A41,19,0,0,-1.5253651346700625,
SLC25A23,SLC25A23,19,0,0,-1.9314810566505543,-5.49572101350634
CRB3,CRB3,19,0,0,-2.3719498993960926,-1.7631589259796
DENND1C,DENND1C,19,0,0,-2.7003996264125316,-4.93418285639878
TUBB4A,TUBB4A,19,0,0,-2.1505058599355866,-1.25815855089069
TNFSF9,TNFSF9,19,0,0,-2.3509986620523176,
CD70,CD70,19,0,0,-2.4578874994191455,
TNFSF14,TNFSF14,19,0,0,-2.370139260140048,-3.95034764097757
C3,C3,19,0,0,-1.4391767331181633,-0.622092428402356
GPR108,GPR108,19,0,0,-1.6389233261844414,-0.971359759382321
TRIP10,TRIP10,19,0,0,-2.273229747388461,-2.12074342098726
SH2D3A,SH2D3A,19,0,0,-2.684898167104052,-3.08562852788114
VAV1,VAV1,19,0,0,-1.3053048423546532,-2.62703641565453
ADGRE1,ADGRE1,19,0,0,-0.4446834926832608,
MBD3L2B,MBD3L2B,19,0,0,-2.7121831661220845,
MBD3L5,MBD3L5,19,0,0,-2.6055328771381596,
MBD3L4,MBD3L4,19,0,0,-2.5690786515881623,
MBD3L2,MBD3L2,19,0,0,-2.6430850907792216,
MBD3L3,MBD3L3,19,0,0,-2.682437331079864,
ZNF557,ZNF557,19,0,0,-0.7649404260681187,
INSR,INSR,19,0,0,-1.4000133029843145,-2.18580984188252
ARHGEF18,ARHGEF18,19,0,0,-2.986403077881066,
PEX11G,PEX11G,19,0,0,-2.186312839091748,-1.41156418494029
SAXO5,SAXO5,19,0,0,-2.558575445762438,
ZNF358,ZNF358,19,0,0,-3.3503624388411755,-5.37271003586868
MCOLN1,MCOLN1,19,0,0,-1.7987585755636584,-0.882688509189559
PNPLA6,PNPLA6,19,0,0,-2.353504481544391,-2.82483861646
CAMSAP3,CAMSAP3,19,0,0,-3.17527908875992,-3.03759015058959
XAB2,XAB2,19,0,0,-2.082543817982925,-1.54833957184771
PET100,PET100,19,0,0,-1.414499393345439,0.377848612078988
PCP2,PCP2,19,0,0,-3.285907355498548,
STXBP2,STXBP2,19,0,0,-1.7830537674006504,-1.29057702468202
RETN,RETN,19,0,0,-1.9206574622717696,
MCEMP1,MCEMP1,19,0,0,-1.433767501479858,
TRAPPC5,TRAPPC5,19,0,0,-1.8141211828262964,-1.73310190993875
FCER2,FCER2,19,0,0,-2.517261341263305,
CLEC4G,CLEC4G,19,0,0,-2.2875989600815636,-1.53613814042325
CD209,CD209,19,0,0,-1.5978049234138094,
CLEC4M,CLEC4M,19,0,0,-1.7828385269581357,-0.556512896589666
EVI5L,EVI5L,19,0,0,-2.7684738104952107,-4.1000502734092
PRR36,PRR36,19,0,0,-3.446599475509215,
LRRC8E,LRRC8E,19,0,0,-2.2567370201851826,0.827010356391623
MAP2K7,MAP2K7,19,0,0,-2.142718932696308,-1.91788539807806
TGFBR3L,TGFBR3L,19,0,0,-3.253883706998794,
SNAPC2,SNAPC2,19,0,0,-3.0720305533336045,-1.97845655342623
CTXN1,CTXN1,19,0,0,-2.126147787893027,
TIMM44,TIMM44,19,0,0,-1.839609414760293,-1.70689546458534
ELAVL1,ELAVL1,19,0,0,-0.9824362238616935,-0.152396375841614
CCL25,CCL25,19,0,0,-1.640584056256797,
FBN3,FBN3,19,0,0,-2.2577690731193645,
CERS4,CERS4,19,0,0,-1.4051168400068104,-0.749256086412908
CD320,CD320,19,0,0,-2.568335682969206,-1.14165999127024
NDUFA7,NDUFA7,19,0,0,-1.8677567742578542,-0.195831493610217
RPS28,RPS28,19,0,0,-2.6161158715093737,-1.75579667143607
KANK3,KANK3,19,0,0,-3.4885984745900043,-2.77788481868401
ANGPTL4,ANGPTL4,19,0,0,-2.7755558496332657,-1.6782452817494
RAB11B,RAB11B,19,0,0,-1.9912826228674252,-0.902216063022791
MARCHF2,MARCHF2,19,0,0,-2.5271956340157242,-5.60888797026793
HNRNPM,HNRNPM,19,0,0,-0.025164027750323115,-0.504140115872661
PRAM1,PRAM1,19,0,0,-3.274549787215067,-2.03491264573916
ZNF414,ZNF414,19,0,0,-3.3657172981339603,-3.25821105376086
MYO1F,MYO1F,19,0,0,-2.0582714738041954,-3.20156972034564
ADAMTS10,ADAMTS10,19,0,0,-2.709840297357628,-5.726814360627
NFILZ,NFILZ,19,0,0,-2.276554894592177,
ACTL9,ACTL9,19,0,0,-2.5088560577933983,
OR2Z1,OR2Z1,19,0,0,-0.2547346882195267,
ZNF558,ZNF558,19,0,0,-0.816922895992203,-2.04494806083472
MBD3L1,MBD3L1,19,0,0,-1.289270776922356,
OR1M1,OR1M1,19,0,0,-0.6881947575307148,
OR7G2,OR7G2,19,0,0,0.18504301292017367,
OR7G1,OR7G1,19,0,0,0.7325929591560403,
OR7G3,OR7G3,19,0,0,0.19851026903021385,
ZNF317,ZNF317,19,0,0,-2.185175288977467,-2.6228301114247
OR7D2,OR7D2,19,0,0,-0.2572175462208488,
OR7D4,OR7D4,19,0,0,-0.28835886109828657,
OR7E24,OR7E24,19,0,0,-0.10475275335776324,
ZNF699,ZNF699,19,0,0,-0.452742343704843,
ZNF559,ZNF559,19,0,0,-0.11165867124319107,0.073162572641848
ZNF177,ZNF177,19,0,0,-0.4469955045820395,
ZNF266,ZNF266,19,0,0,-0.3255003414029076,-1.64103739852182
ZNF560,ZNF560,19,0,0,0.310090067845298,
ZNF426,ZNF426,19,0,0,-0.4086648402589024,-0.148693934875332
ZNF121,ZNF121,19,0,0,0.24833340087791278,1.57112424420126
ZNF561,ZNF561,19,0,0,0.451596190449445,-0.726257556354504
ZNF562,ZNF562,19,0,0,0.01684476462764195,
ZNF846,ZNF846,19,0,0,0.2717311150087447,-0.91087178203276
FBXL12,FBXL12,19,0,0,-2.307992893127274,-2.22395976812902
UBL5,UBL5,19,0,0,0.8074605031753777,3.33462867280252
PIN1,PIN1,19,0,0,-3.517446096489854,-1.48006077606172
OLFM2,OLFM2,19,0,0,-1.8628319991911173,-3.4871877873257
COL5A3,COL5A3,19,0,0,-2.4998459694055235,-2.92843914294266
RDH8,RDH8,19,0,0,-1.6178163559413772,
SHFL,SHFL,19,0,0,-2.856867081186337,-2.09058703769008
ANGPTL6,ANGPTL6,19,0,0,-2.107646180336415,-1.39300041913001
PPAN,PPAN,19,0,0,-2.5554750305719853,
P2RY11,P2RY11,19,0,0,-2.477510358158952,
EIF3G,EIF3G,19,0,0,-2.074878091631536,-1.63789789764228
DNMT1,DNMT1,19,0,0,-1.7146656024854856,-1.76000844980956
S1PR2,S1PR2,19,0,0,-2.186089261920099,-2.80373331297867
MRPL4,MRPL4,19,0,0,-2.2792982030910114,-1.42647932114236
ICAM1,ICAM1,19,0,0,-2.379247957679384,-0.87630711485243
ICAM4,ICAM4,19,0,0,-1.6115283275825227,
ICAM5,ICAM5,19,0,0,-2.4920182886060775,
ZGLP1,ZGLP1,19,0,0,-3.0655064684485307,
FDX2,FDX2,19,0,0,-2.561724897627524,-1.66056181822714
RAVER1,RAVER1,19,0,0,-3.2868607483223986,-2.5116963505427
ICAM3,ICAM3,19,0,0,-2.296238114972942,-2.40038918811089
TYK2,TYK2,19,0,0,-2.57157195335291,-3.50729110642754
CDC37,CDC37,19,0,0,-2.20286571448057,-1.58261446450371
PDE4A,PDE4A,19,0,0,-2.5241495826012486,-5.39821737017373
KEAP1,KEAP1,19,0,0,-2.1039476873166727,-2.30051895351495
S1PR5,S1PR5,19,0,0,-1.8335593728656985,-2.95469650918593
ATG4D,ATG4D,19,0,0,-2.5983284062587355,-4.75484861111127
KRI1,KRI1,19,0,0,-2.56936597832161,-2.13311466551353
CDKN2D,CDKN2D,19,0,0,-2.2763557135254135,-2.9807305658715
AP1M2,AP1M2,19,0,0,-1.3255262877634255,-0.348858708050063
SLC44A2,SLC44A2,19,0,0,-0.17506384012185627,-0.656395258497122
ILF3,ILF3,19,0,0,-1.7656892846323604,-1.66885935142038
QTRT1,QTRT1,19,0,0,-1.8223140968811773,-1.21173376150432
DNM2,DNM2,19,0,0,-2.4848243605581395,-2.00922916417731
TMED1,TMED1,19,0,0,-1.774373674854468,-1.50415192933734
C19orf38,C19orf38,19,0,0,-2.1607499965032115,-1.10100194211499
CARM1,CARM1,19,0,0,-1.7516911754426996,-1.2201770163347
YIPF2,YIPF2,19,0,0,-1.9873237039583387,-2.11276649629043
TIMM29,TIMM29,19,0,0,-1.9835924038455914,-2.04805312496407
SMARCA4,SMARCA4,19,0,0,-2.4864603180410327,-3.09770105551815
LDLR,LDLR,19,0,0,-1.8790295337327798,-1.11665608215425
SPC24,SPC24,19,0,0,-2.994104110907143,-1.47078478874489
KANK2,KANK2,19,0,0,-3.065347077725667,-2.60453645199937
DOCK6,DOCK6,19,0,0,-2.3410743641588247,-2.79998073334514
ANGPTL8,ANGPTL8,19,0,0,-3.0524987595213204,-1.51177056569573
TSPAN16,TSPAN16,19,0,0,-0.06393204481005199,
RAB3D,RAB3D,19,0,0,-1.3135178602268738,-2.09308034917568
TMEM205,TMEM205,19,0,0,-1.1262300561244771,-0.117779947359337
CCDC159,CCDC159,19,0,0,-2.464442183543971,-3.09921038380537
PLPPR2,PLPPR2,19,0,0,-2.4327813738847297,-5.35694847209691
SWSAP1,SWSAP1,19,0,0,-2.3747260198883087,-0.749236796942342
EPOR,EPOR,19,0,0,-2.513095104638227,-3.03974414475215
RGL3,RGL3,19,0,0,-3.049560345127899,-3.19827724224798
ODAD3,ODAD3,19,0,0,-2.796203149069539,-1.86573822897636
PRKCSH,PRKCSH,19,0,0,-2.3378470224374848,-0.834131682143177
ELAVL3,ELAVL3,19,0,0,-1.505870164949041,
ZNF653,ZNF653,19,0,0,-2.860508725494215,-2.47720181204159
ECSIT,ECSIT,19,0,0,-2.413385888344136,-2.30598179898062
CNN1,CNN1,19,0,0,-1.9068242454719364,-2.48644129017704
ELOF1,ELOF1,19,0,0,-0.7628184920185515,-0.744527490172949
ACP5,ACP5,19,0,0,-1.2934099449550693,0.241716734295615
ZNF627,ZNF627,19,0,0,-0.36053958932761,1.08364764017744
ZNF823,ZNF823,19,0,0,-0.5261276140483204,0.832224506231916
ZNF441,ZNF441,19,0,0,-0.1300410035812014,
ZNF491,ZNF491,19,0,0,-0.637876344368955,
ZNF440,ZNF440,19,0,0,-0.10202634521567155,
ZNF439,ZNF439,19,0,0,-0.2200770200924076,
ZNF69,ZNF69,19,0,0,-0.4873567836079662,-0.503762992993528
ZNF700,ZNF700,19,0,0,-0.21497363141086367,
ZNF763,ZNF763,19,0,0,-0.09829221581052927,
ZNF433,ZNF433,19,0,0,-0.39644283350165566,
ZNF878,ZNF878,19,0,0,-0.39466744161636846,
ZNF844,ZNF844,19,0,0,0.4898955004075969,1.45627034779926
ZNF20,ZNF20,19,0,0,-0.0802623890941927,1.55105129685115
ZNF625,ZNF625,19,0,0,-0.27567906228417804,
ZNF136,ZNF136,19,0,0,-0.10969266989145154,
ZNF44,ZNF44,19,0,0,-0.29352338294833835,0.28514226194226
ZNF563,ZNF563,19,0,0,-0.4952439246613949,1.26774280980087
ZNF442,ZNF442,19,0,0,-0.11815386933603023,
ZNF799,ZNF799,19,0,0,-0.006445569654232486,
ZNF443,ZNF443,19,0,0,-0.11959958917641877,
ZNF709,ZNF709,19,0,0,-0.4058855592344681,
ZNF564,ZNF564,19,0,0,0.07303225130199031,1.19960147847361
ZNF490,ZNF490,19,0,0,-0.7551375774317624,0.473433320710801
ZNF791,ZNF791,19,0,0,-0.19414794225032495,1.13364089160951
MAN2B1,MAN2B1,19,0,0,-1.4693394794187178,-1.26700105927735
WDR83OS,WDR83OS,19,0,0,-0.8557054665154347,
WDR83,WDR83,19,0,0,-2.2463733939228057,-2.87038429957583
DHPS,DHPS,19,0,0,-1.2578156058250496,-0.951208115411888
GNG14,GNG14,19,0,0,-1.708900108976394,
FBXW9,FBXW9,19,0,0,-2.2841086367985532,-1.81662429146807
TNPO2,TNPO2,19,0,0,-1.542372425548768,-1.72268882382974
TRIR,TRIR,19,0,0,-2.4125836968369825,-1.56627916846091
GET3,GET3,19,0,0,-1.602276328122814,-0.885149247547956
BEST2,BEST2,19,0,0,-0.9766950321192898,
HOOK2,HOOK2,19,0,0,-2.9143270414608793,-1.89760356219154
JUNB,JUNB,19,0,0,-2.743978426739613,-2.11698494365118
PRDX2,PRDX2,19,0,0,-0.6016162342639095,0.453996146928759
THSD8,THSD8,19,0,0,-1.9923644397258347,
RNASEH2A,RNASEH2A,19,0,0,-1.3356268401584224,-0.708498505050672
RTBDN,RTBDN,19,0,0,-2.5786949640254733,
MAST1,MAST1,19,0,0,-2.83485127769384,
DNASE2,DNASE2,19,0,0,-1.7596307059321568,-0.536291089759558
KLF1,KLF1,19,0,0,-2.5457596956275683,
GCDH,GCDH,19,0,0,-1.980972866941526,-0.653106027801851
SYCE2,SYCE2,19,0,0,-2.1996950548772336,
FARSA,FARSA,19,0,0,-2.181304343731483,-1.23128930538067
CALR,CALR,19,0,0,-1.2649081191840246,-0.213265490715986
RAD23A,RAD23A,19,0,0,-2.6583635218615136,-2.18749564828563
GADD45GIP1,GADD45GIP1,19,0,0,-2.4704572772033444,-1.57513143643795
DAND5,DAND5,19,0,0,-2.1605450337459207,
NFIX,NFIX,19,0,0,-2.2191878830000817,-2.41978815783715
LYL1,LYL1,19,0,0,-3.6011675193758403,-2.0462474930814
TRMT1,TRMT1,19,0,0,-2.2361966328167036,-2.27554730013517
NACC1,NACC1,19,0,0,-2.648550076087533,-3.22615044431659
STX10,STX10,19,0,0,-1.9268036425507589,-2.82406503643658
IER2,IER2,19,0,0,-2.962892424389901,-2.09926082034635
CACNA1A,CACNA1A,19,0,0,-1.9328343454504644,
YJU2B,YJU2B,19,0,0,-2.771066577349133,-2.56928344889136
MRI1,MRI1,19,0,0,-1.9572984475614614,-1.85828974443725
C19orf53,C19orf53,19,0,0,-1.2953215070935507,-1.44837461535691
ZSWIM4,ZSWIM4,19,0,0,-2.6714048808836957,
NANOS3,NANOS3,19,0,0,-2.4801466690287413,
BRME1,BRME1,19,0,0,-3.207795493255084,
CC2D1A,CC2D1A,19,0,0,-2.5736012003478326,-1.91499061398546
PODNL1,PODNL1,19,0,0,-3.4222020365329,
DCAF15,DCAF15,19,0,0,-2.3028622466108395,-1.5869172646552
RFX1,RFX1,19,0,0,-3.091132473184988,-2.84918263914038
RLN3,RLN3,19,0,0,-1.8678711528617082,
IL27RA,IL27RA,19,0,0,-2.1432369631043056,-1.44253284897586
PALM3,PALM3,19,0,0,-3.1431181397566093,-2.3429169125191
MISP3,MISP3,19,0,0,-3.584905255787289,-2.12275396185468
C19orf67,C19orf67,19,0,0,-2.247742890665526,
PRKACA,PRKACA,19,0,0,-0.98403704141956,-0.809871355167429
SMIM46,SMIM46,19,0,0,-2.1337782690778067,
ASF1B,ASF1B,19,0,0,-2.106026323162215,-0.82921474396272
ADGRL1,ADGRL1,19,0,0,-2.2296023473466065,-3.75560503288851
ADGRE5,ADGRE5,19,0,0,-1.5428222717890812,-0.883260606666008
DDX39A,DDX39A,19,0,0,-1.518253019630409,-1.24706156974915
PKN1,PKN1,19,0,0,-2.7856948340150733,-3.81349179170316
PTGER1,PTGER1,19,0,0,-2.263948175293459,
GIPC1,GIPC1,19,0,0,-2.641160351548983,-1.97276455674248
DNAJB1,DNAJB1,19,0,0,-1.269709718656129,-1.22985340679232
TECR,TECR,19,0,0,-1.202322672382273,-0.352909195319722
NDUFB7,NDUFB7,19,0,0,-2.5994920598842413,-1.57066389759083
CLEC17A,CLEC17A,19,0,0,-1.2709414558841612,
ADGRE3,ADGRE3,19,0,0,-0.20265834278740513,
ZNF333,ZNF333,19,0,0,-1.646726014412021,-1.9448985249267
ADGRE2,ADGRE2,19,0,0,-1.5519322382633103,
OR7C1,OR7C1,19,0,0,-0.007689364790621767,
OR7A5,OR7A5,19,0,0,0.43160512958458597,
OR7A10,OR7A10,19,0,0,0.3757287806115599,
OR7A17,OR7A17,19,0,0,-0.13747794003655578,
OR7C2,OR7C2,19,0,0,-0.171509378088869,
SLC1A6,SLC1A6,19,0,0,-1.4548058643401198,
TEKTL1,TEKTL1,19,0,0,-2.0235292408513885,
CASP14,CASP14,19,0,0,-1.0446753044659136,
OR1I1,OR1I1,19,0,0,-0.8247265128687538,
SYDE1,SYDE1,19,0,0,-3.5210659464252974,-3.46348303992238
ILVBL,ILVBL,19,0,0,-1.719700517499911,-1.06432042032835
NOTCH3,NOTCH3,19,0,0,-2.6160730099297336,-3.53524320480885
EPHX3,EPHX3,19,0,0,-1.5397814293819945,
