gene_id,gene_name,chromosome,is_Z,te_gene_id,CO_Mega,TE_mean
ENSGALG00010015772,TSGA10,1,0,ENSGALG00000016757,-1.6165875345768266,
ENSGALG00010013175,HIPK2,1,0,ENSGALG00000012792;ALDBGALG0000000150,-2.0222058095054383,
ENSGALG00010010933,ANAPC4,4,0,ENSGALG00000014378,-0.9921818855827229,-1.1379921572120453
ENSGALG00010015544,RTCB,1,0,ENSGALG00000012611,-0.18612166575380107,0.1434412652010809
ENSGALG00010010394,MRPL42,1,0,ENSGALG00000011293,-0.44217757123680046,0.4966557006452234
ENSGALG00010014570,KIF27,Z,1,ENSGALG00000012588,-1.188150215422906,-0.4520571215542898
ENSGALG00010011379,CELF4,Z,1,ENSGALG00000038930;ALDBGALG0000005762;ENSGALG00000050344;ENSGALG00000002413;ENSGALG00000048972;ALDBGALG0000005763,-0.6805139405680447,
ENSGALG00010013021,SLC25A5,4,0,ENSGALG00000008675,-1.2064677909050503,0.2404573715100444
ENSGALG00010015918,BICD1,1,0,ALDBGALG0000000699;INRAGALG00000100691;ENSGALG00000012934,-2.044623580852624,
ENSGALG00010016978,FAM181A,5,0,ENSGALG00000054735,-2.42294045091912,
ENSGALG00010014323,KLF4,Z,1,,-2.280294143578611,
ENSGALG00010016241,TOPAZ1,2,0,ENSGALG00000054787,-0.7796188858274551,
ENSGALG00010017369,CAPN14,3,0,ENSGALG00000009069,-1.061557457496572,
ENSGALG00010010810,GALT,Z,1,ENSGALG00000026195,-2.732027417847225,-2.5219276977369374
ENSGALG00010016960,GJB3,23,0,,-1.7948792080745095,
ENSGALG00010016113,DTWD1,10,0,ENSGALG00000005673,-0.13736915456149845,0.8295904492040902
ENSGALG00010012767,JOSD1,1,0,ENSGALG00000041766;NONGGAG000239,-1.6969064502757445,
ENSGALG00010013732,FNTA,Z,1,ENSGALG00000015397;ENSGALG00000044789,-0.6710249505716788,
ENSGALG00010009708,SMIM45,1,0,ENSGALG00000049127,-1.1535712579977813,
ENSGALG00010013492,B3GALT5,1,0,,-0.7102466543977275,
ENSGALG00010012583,NDUFAF6,2,0,ENSGALG00000040366,-0.40154682332323655,-1.828851322863136
ENSGALG00010017423,TMEM204,14,0,ENSGALG00000029047,-1.424790099780454,-1.8513995154427023
ENSGALG00010010958,LCORL,4,0,ENSGALG00000014421;ENSGALG00000051383;ENSGALG00000054173,-1.1104585555036421,
ENSGALG00010017487,C1QTNF8,14,0,ENSGALG00000005253,-1.7394354079182173,-2.287008525392711
ENSGALG00010017211,UBFD1,14,0,ENSGALG00000006117,-1.3804657212673215,-1.2336997408615438
ENSGALG00010011859,NTN4,1,0,ENSGALG00000011406,-2.2090843944971232,-2.4098382475627496
ENSGALG00010015811,CTNNBL1,20,0,ENSGALG00000006817,-1.6941397842547588,-0.7527965236213477
ENSGALG00010013928,CCNO,Z,1,ENSGALG00000028595,-3.2748015092437037,
ENSGALG00010013013,DCSTAMP,2,0,ENSGALG00000033520,0.01248623012272665,-0.5219248112930359
ENSGALG00010014934,MAMDC2,Z,1,ENSGALG00000015115;ENSGALG00000025424,-0.39790593165764837,
ENSGALG00010013742,RSPO4,20,0,ENSGALG00000023640,-2.5042608070461356,
ENSGALG00010013677,GABRG1,4,0,ENSGALG00000020143,0.3035496399636658,
ENSGALG00010010962,ANKDD1B,Z,1,ENSGALG00000014958,-0.8495614690849325,-2.6593638004573465
ENSGALG00010014089,FIG4,3,0,ENSGALG00000015070,-0.22442242564613746,0.3768737182712614
ENSGALG00010012135,CAMSAP2,8,0,ENSGALG00000002145,-0.7498511684426051,-1.5997953287185285
ENSGALG00010010254,WDR41,Z,1,ENSGALG00000004350,-0.593361229360973,-0.1361258539794652
ENSGALG00010016783,CLBA1,5,0,ENSGALG00000011690,-1.81583118491967,-1.3003241028314567
ENSGALG00010011628,MATN2,2,0,ENSGALG00000044675,-0.7735986714757583,0.1572529095476192
ENSGALG00010013315,UBXN11,23,0,ENSGALG00000054685,-1.7344860576740848,
ENSGALG00010016900,CISD2,4,0,ENSGALG00000027860,-0.15917029476845734,0.6320628919696616
ENSGALG00010016640,OCIAD1,4,0,ENSGALG00000014081,-0.951314390317708,-0.3033972780257227
ENSGALG00010010188,DSP,2,0,ENSGALG00000012790,-1.1353905158349735,-0.6022247707111585
ENSGALG00010011104,ABCG1,1,0,ENSGALG00000016164,-0.3296108599290375,-1.0681013838451627
ENSGALG00010013084,SGSM3,1,0,ENSGALG00000012033,-2.0778225649884443,-1.5631164464457346
ENSGALG00010010857,SEL1L3,4,0,ENSGALG00000039549,0.10358349476460837,-1.471704941140095
ENSGALG00010009671,MINAR2,Z,1,ENSGALG00000027692,-1.1072448077699686,
ENSGALG00010015025,TRAF3IP1,7,0,ENSGALG00000004236,-1.1273724129055962,-2.185120635148862
ENSGALG00010014124,AK9,3,0,ENSGALG00000015224;ENSGALG00000053383,-0.4054336125260506,
ENSGALG00010016584,EHBP1,3,0,ENSGALG00000040348,-1.4605309463690717,-4.546940216178446
ENSGALG00010015498,MID2,4,0,ENSGALG00000003860,-2.4179071124584697,-2.9493166218545537
ENSGALG00010013930,DDO,3,0,,-0.48425092737051706,
ENSGALG00010013207,C1QTNF3,Z,1,ENSGALG00000027887,-1.0777782532218565,
ENSGALG00010012650,DSE,3,0,ENSGALG00000014963,-0.6528195024370673,-1.7656322576942132
ENSGALG00010011655,SORCS2,4,0,ENSGALG00000015554;INRAGALG00000013220,-0.532886777603264,
ENSGALG00010010761,MEI1,1,0,ENSGALG00000031186;ENSGALG00000050576;ENSGALG00000037207,-2.0621972967397486,
ENSGALG00010015845,SAP30L,13,0,,-2.063774626304413,
ENSGALG00010015620,PDRG1,20,0,ENSGALG00000035111,-2.190659153726773,-1.7302758042160058
ENSGALG00010010573,CEP83,1,0,ENSGALG00000019336,-1.421538498867544,-1.9017111064149737
ENSGALG00010010977,FARS2,2,0,ENSGALG00000042481,-0.8229789234797266,-0.2873565493424649
ENSGALG00010012263,SHLD3,Z,1,ENSGALG00000031991;ENSGALG00000014767,-0.6860959908150638,
ENSGALG00010016767,SLAIN2,4,0,ENSGALG00000014115,-2.2988902997015708,-1.6971394500716204
ENSGALG00010013423,ZNF804A,7,0,ENSGALG00000052136;ENSGALG00000051162;ALDBGALG0000005251;ENSGALG00000023886;NONGGAG004858,-1.4941474087063125,
ENSGALG00010013344,OSMR,Z,1,ENSGALG00000048563;ENSGALG00000003747,-0.6850241372972853,
ENSGALG00010012923,MLANA,Z,1,ENSGALG00000019756,0.09200474184321938,
ENSGALG00010016994,ATL2,3,0,ENSGALG00000037289,-0.42926942605852814,0.3613044666757868
ENSGALG00010016340,RGS12,4,0,INRAGALG00000104167;ENSGALG00000015626;ENSGALG00000054081,-0.797525632938962,
ENSGALG00010012535,JMY,Z,1,ENSGALG00000014819,-1.9216650924969674,-1.8264684960329896
ENSGALG00010013001,ADGRV1,Z,1,ENSGALG00000032066;ENSGALG00000051502;ENSGALG00000054474;ENSGALG00000043556,-0.03857592681686217,
ENSGALG00010017106,CRYM,14,0,ENSGALG00000002484,-1.5771387632854272,-0.695495442565708
ENSGALG00010016905,C1QC,21,0,ENSGALG00000029669,-1.4969492537897773,-0.3892621040763079
ENSGALG00010012160,SYT4,Z,1,ENSGALG00000042626,-0.622529429820005,
ENSGALG00010016476,PDYN,20,0,INRAGALG00000008683;ENSGALG00000047130,-2.775897950844033,
ENSGALG00010012430,F13B,8,0,ENSGALG00000002369,0.011101810533648448,0.3911970261611343
ENSGALG00010009717,EDN1,2,0,ENSGALG00000012735,-1.301478856322545,-0.4457626870434484
ENSGALG00010013758,FAM3B,1,0,ENSGALG00000016140,-0.7294548117326312,
ENSGALG00010016482,EML1,5,0,ENSGALG00000039735,-0.6530054980219129,0.3658352744747328
ENSGALG00010013152,TBXAS1,1,0,ENSGALG00000012791,-0.4338664146913513,-0.076171454049918
ENSGALG00010011876,AMDHD1,1,0,ENSGALG00000011414,-0.45731051819833657,0.3594352594363086
ENSGALG00010012104,SMC1B,1,0,ENSGALG00000014228,-0.19611128425131685,
ENSGALG00010010279,CCSAP,3,0,ENSGALG00000011084,-1.5611567236484436,-0.9796600672404616
ENSGALG00010010300,DENND1B,8,0,ENSGALG00000002246,-1.003729985514159,-1.414988435869483
ENSGALG00010016377,FRMPD3,4,0,ENSGALG00000028975,-2.4111346362512407,
ENSGALG00010010854,LRIT1,6,0,ALDBGALG0000004888;ENSGALG00000002303,-1.2322731359548351,
ENSGALG00010010747,SYCP2L,2,0,,-1.018424715534854,
ENSGALG00010016817,GGCT,2,0,ENSGALG00000030552,-0.6912865341601534,0.853724661180687
ENSGALG00010012571,AGAP1,7,0,ENSGALG00000004045;ENSGALG00000025253,-1.7519338675694325,
ENSGALG00010010499,NR4A2,7,0,ENSGALG00000012538,-2.2836911704470757,
ENSGALG00010010783,F2RL2,Z,1,ENSGALG00000023379,0.30352850375669893,0.9824022027154744
ENSGALG00010014750,LONRF1,4,0,ENSGALG00000013725,-1.185569406273746,-0.2714816515374791
ENSGALG00010016987,ASB2,5,0,ENSGALG00000010881,-1.0329208024025716,-1.832096112795932
ENSGALG00010013679,MFSD4B,3,0,ENSGALG00000049668,-0.5381383990649908,
ENSGALG00010013246,LNPEP,Z,1,ENSGALG00000015301,-0.3436671182656006,-0.2767454934432403
ENSGALG00010013104,HLCS,1,0,ENSGALG00000016047,-0.39224453652632735,0.1121866763964841
ENSGALG00010016355,MCF2L2,9,0,ENSGALG00000008744,-0.8866610914586851,-1.4641689008628496
ENSGALG00010011677,EDEM3,8,0,ENSGALG00000004806,-0.34478416556657454,-1.745653296690122
ENSGALG00010010604,HIVEP1,2,0,ENSGALG00000012739,-1.5684911441314549,-2.766471072289533
ENSGALG00010012606,ATP5O,1,0,ENSGALG00000041812,-1.2053772033418404,0.0789946234616595
ENSGALG00010016543,TCEA3,23,0,ENSGALG00000050173,-2.340523088682438,
ENSGALG00010012069,ERP27,1,0,ENSGALG00000011739,-1.311968196212392,
ENSGALG00010010496,MRPL17,Z,1,ENSGALG00000002605,-1.752168982795098,-0.874260402459428
ENSGALG00010013316,KDM7A,1,0,ENSGALG00000035108,-0.7993218346816922,-1.0185952528531703
ENSGALG00010012812,DECR1,2,0,ENSGALG00000036990,0.48475268259970405,1.0184694981028062
ENSGALG00010016117,MEIKIN,13,0,ENSGALG00000044678,-1.6685786151115272,-1.9018533434567493
ENSGALG00010015261,IQCG,9,0,ENSGALG00000007607,-1.2763948693018436,
ENSGALG00010009989,TBC1D7,2,0,ENSGALG00000012731;INRAGALG00000007126,-0.6062631022172827,
ENSGALG00010015660,KLHL3,13,0,INRAGALG00000004771;ENSGALG00000006160;ENSGALG00000039124,-0.7178246906378816,
ENSGALG00010011949,ABCA12,7,0,ENSGALG00000003553;ENSGALG00000049012;INRAGALG00000015360,-0.934878251822193,
ENSGALG00010014873,FAM26F,3,0,ENSGALG00000014962,-1.3708801634563357,0.8432507864657524
ENSGALG00010016073,SAXO1,Z,1,,-0.6267155021549676,
ENSGALG00010016274,ZNF831,20,0,ENSGALG00000049068,-1.5080987931206016,
ENSGALG00010017666,C2orf71,3,0,ENSGALG00000009007,-1.6410703655553838,
ENSGALG00010014617,GRTP1,1,0,ENSGALG00000016828,-0.2971686086963854,-1.1595327849249004
ENSGALG00010016137,STARD3NL,2,0,ENSGALG00000033038,-0.2635134285950582,-1.7584713147947153
ENSGALG00010013381,DENND2A,1,0,ENSGALG00000012857,-2.0586854053230437,-3.0104278037175303
ENSGALG00010016879,RNF130,13,0,ENSGALG00000005820;INRAGALG00000101418,-1.5571337375774963,
ENSGALG00010010678,KCNIP1,13,0,ENSGALG00000002132;ALDBGALG0000001563;ALDBGALG0000001564,-0.6579705004073677,
ENSGALG00010015386,SLC24A4,5,0,ENSGALG00000010793,-0.16582602934969237,-0.9861416818800968
ENSGALG00010017696,SLC18A1,22,0,ENSGALG00000001693,-1.3216362503760852,
ENSGALG00010012963,UIMC1,13,0,ENSGALG00000001158,-2.719699738724379,-2.759598166022447
ENSGALG00010011482,DMRT2,Z,1,ENSGALG00000026790,-1.5681052505033959,
ENSGALG00010016458,ZC3H12A,23,0,ENSGALG00000002021,-1.8195582683413936,-1.0597914971737332
ENSGALG00010013808,HRASLS,9,0,ENSGALG00000007193,-1.7344467014295302,-1.377916227664791
ENSGALG00010011916,MCAT,1,0,ENSGALG00000034275,-1.9604476049301764,-1.4037754507375158
ENSGALG00010013012,TMEM182,1,0,ENSGALG00000038936,0.19858349149015242,
ENSGALG00010010418,BRINP2,8,0,ENSGALG00000004448,-2.7847916930572585,
ENSGALG00010013144,TEDC1,8,0,ENSGALG00000027492,-2.084544443988939,-1.6890564261462593
ENSGALG00010014931,RNF145,13,0,ENSGALG00000003691,-0.940610582900031,-1.7865137028443852
ENSGALG00010012090,HELB,1,0,ENSGALG00000009885,-0.8136212176397296,-1.5493087312634688
ENSGALG00010012830,ARRDC3,Z,1,ENSGALG00000025915,-1.2070606642324657,-0.8967766259058507
ENSGALG00010009683,ADAMTS19,Z,1,ENSGALG00000000151,-1.0688663366615367,
ENSGALG00010016658,ZAR1,4,0,ENSGALG00000035565,-1.3536335515637927,
ENSGALG00010014203,TMEM38B,Z,1,ENSGALG00000027472,-0.2694962820940755,-0.2094222087285364
ENSGALG00010012788,RGS1,8,0,ENSGALG00000002549,-1.1401950177850402,-1.038510347973348
ENSGALG00010016746,HDGFRP3,10,0,ENSGALG00000049798,-1.171577670029138,
ENSGALG00010017663,ZMYND12,21,0,ENSGALG00000033138,-0.8908739685364441,
ENSGALG00010013363,HS3ST5,3,0,ENSGALG00000026594,-0.8195428343229012,
ENSGALG00010014142,PPIL6,3,0,ENSGALG00000015237,-0.9942991945556638,-0.8931388471626037
ENSGALG00010017094,SORBS2,4,0,ENSGALG00000013427,-1.0512295804974767,
ENSGALG00010010405,EVA1C,1,0,ENSGALG00000032882,-1.0484117213662296,-2.348489118299216
ENSGALG00010017346,GM2A,13,0,ENSGALG00000027534,-2.7992065597525824,-0.1573216550727
ENSGALG00010013179,TBC1D30,1,0,ENSGALG00000009859,-1.3469798827462531,-2.515862903465228
ENSGALG00010015050,HIVEP3,23,0,ENSGALG00000055093;ENSGALG00000047846;ENSGALG00000027365,-2.487119853942172,
ENSGALG00010013146,TNRC6B,1,0,ENSGALG00000012050,-1.7495486844521098,-1.8587768255892063
ENSGALG00010015032,C1orf216,23,0,ENSGALG00000051443,-3.252540055745422,
ENSGALG00010011683,NIPAL2,2,0,ENSGALG00000032718,-0.12095616527196762,
ENSGALG00010010825,MAK,2,0,ENSGALG00000012770,-0.5397565487425577,-0.2442273288892296
ENSGALG00010012230,PTPRQ,1,0,ENSGALG00000051132;ENSGALG00000010935,0.045893295306888016,
ENSGALG00010014145,METTL11B,8,0,INRAGALG00000015944;107053931;ENSGALG00000051748;ENSGALG00000053413;ENSGALG00000025200,-1.2885566455024755,
ENSGALG00010017615,AGTRAP,21,0,ENSGALG00000004623,-0.43963796231689645,-0.0913006214281419
ENSGALG00010012965,UHRF2,Z,1,,-0.6045116601217138,
ENSGALG00010015443,PAK3,4,0,ALDBGALG0000004303;ALDBGALG0000004304;ENSGALG00000008058;ENSGALG00000025153;NONGGAG003915;ENSGALG00000049899,-0.6119586568761485,
ENSGALG00010017215,FRMD7,4,0,ENSGALG00000023843,-2.3866316960252756,
ENSGALG00010017142,NMNAT1,21,0,ENSGALG00000043318,-0.9208703050123918,0.6352177826446389
ENSGALG00010011819,USP44,1,0,ENSGALG00000011400,-1.0879312931033773,-2.4563587301347414
ENSGALG00010016083,CDH22,20,0,ENSGALG00000007211;INRAGALG00000008717,-2.359746762766994,
ENSGALG00010016918,RCOR1,5,0,ENSGALG00000011384,-1.1534549779129986,-0.789069000103581
ENSGALG00010012206,RIBC1,1,0,ENSGALG00000014232,-1.2754592513366936,
ENSGALG00010012903,RGMB,Z,1,,-1.1836039648489356,
ENSGALG00010012229,FSBP,2,0,ENSGALG00000043597;ENSGALG00000037933,-1.0261492924764917,
ENSGALG00010013861,TCF15,20,0,,-2.9077219558661507,
ENSGALG00010013464,ABCB7,4,0,ENSGALG00000007788;ENSGALG00000050618,-0.18697169746100362,
ENSGALG00010016560,DCUN1D4,4,0,ENSGALG00000014078,-0.24879493249706308,0.5320125097596538
ENSGALG00010017707,AK2,23,0,ENSGALG00000003597,-1.6903307608363032,-0.9474823520781512
ENSGALG00010017743,KCNH5,5,0,ENSGALG00000011858;INRAGALG00000014477,-1.0278456447234583,
ENSGALG00010013502,PAFAH2,23,0,ENSGALG00000021658,-1.9983579265600881,-1.3355760410098552
ENSGALG00010016775,C14orf39,5,0,ENSGALG00000036504,-0.6004304367377158,
ENSGALG00010017289,ADGRB2,23,0,ENSGALG00000043209,-2.682126682919467,
ENSGALG00010012863,KCNE1,1,0,ENSGALG00000016012;NONGGAG007613,-1.2355362056660808,
ENSGALG00010017305,HS3ST2,14,0,,-2.1990256048227375,
ENSGALG00010012039,ODF1,2,0,ENSGALG00000035199,-2.1104803502600618,
ENSGALG00010016519,MEX3B,10,0,ENSGALG00000032984,-2.5430298022031903,
ENSGALG00010012126,SIGLEC15,Z,1,ENSGALG00000047232,-1.8668934612355392,
ENSGALG00010013356,AMER1,4,0,ENSGALG00000007599;ALDBGALG0000004013,-2.4475138886072476,
ENSGALG00010017174,DHX57,3,0,ENSGALG00000041558;ENSGALG00000048345;ENSGALG00000053399,-0.9314303128047943,
ENSGALG00010017335,THUMPD2,3,0,ENSGALG00000009119,-0.7319494834251064,-1.2509136394161997
ENSGALG00010016591,HOMER2,10,0,ENSGALG00000006008,-1.9692343874951632,-2.115912279374019
ENSGALG00010013174,ADAMTS12,Z,1,INRAGALG00000024199;ENSGALG00000003295,-1.040643406254934,
ENSGALG00010016287,BCL11B,5,0,ENSGALG00000039966;ENSGALG00000031862,-2.174274675051505,
ENSGALG00010010991,C2CD2,1,0,ENSGALG00000016148;INRAGALG00000100810,-1.761320513726007,
ENSGALG00010011874,KCNS2,2,0,ENSGALG00000043764,-1.3666142084379271,
ENSGALG00010016372,DNAAF6,4,0,ENSGALG00000004870,-1.4708226584634478,-0.5012013755974444
ENSGALG00010011681,MAP1B,Z,1,ENSGALG00000014999,-1.0553491825964612,
ENSGALG00010012669,ERCC8,Z,1,ENSGALG00000014732,-0.6039228175401996,-1.3468946391977277
ENSGALG00010011381,C12orf29,1,0,ENSGALG00000011168;NONGGAG000175,-0.5219819314927947,
ENSGALG00010015486,MTFR1L,23,0,ENSGALG00000000998,-1.428030352091799,-1.4465344311363642
ENSGALG00010013180,C5orf24,13,0,ENSGALG00000006371,-1.003803955577752,-0.4891690264250068
ENSGALG00010012001,FAM102B,8,0,ENSGALG00000001951;INRAGALG00000019417;ENSGALG00000040560,-1.0037217927790738,
ENSGALG00010011306,ECI2,2,0,ENSGALG00000012809,-0.5430403596059123,0.4905773998283117
ENSGALG00010014567,UTP11,23,0,ENSGALG00000001502,-0.5785701782638761,-0.1060823643072358
ENSGALG00010016556,ASAP3,23,0,ENSGALG00000036949,-2.8496297571310487,-3.8940339539700095
ENSGALG00010015632,COL4A5,4,0,ENSGALG00000008141,-0.5494700179890855,-1.378968772636622
ENSGALG00010010850,,2,0,ENSGALG00000051398,-1.0704514137508216,
ENSGALG00010016182,ELMO2,20,0,ENSGALG00000007246,-1.4263491582157466,-1.1205611390078205
ENSGALG00010015391,SYN3,1,0,ENSGALG00000033589;ENSGALG00000038180,-1.4483796072166844,
ENSGALG00010010448,GALNT13,7,0,ENSGALG00000012536,-1.1567672130208928,
ENSGALG00010016299,SRSF4,23,0,ENSGALG00000050314,-2.3439682611320425,
ENSGALG00010011887,PGM5,Z,1,ENSGALG00000014995,-0.6254315066577987,-0.5260911077645135
ENSGALG00010012051,RNF165,Z,1,ALDBGALG0000005970;ENSGALG00000031018,-2.6565459673838716,
ENSGALG00010015502,BPIFB6,20,0,ENSGALG00000006674,-2.1143303440285424,
ENSGALG00010017533,FAM193A,4,0,ENSGALG00000047142;ENSGALG00000015667;NONGGAG004220;INRAGALG00000013252,-1.1541756911070826,
ENSGALG00010010429,TLX3,13,0,ENSGALG00000002191,-2.353877446244195,
ENSGALG00010013322,IRS2,1,0,,-2.759622183443176,
ENSGALG00010011353,,7,0,,-0.37755354817779374,
ENSGALG00010017477,MCF2,4,0,ENSGALG00000006562,-1.5492579606868757,-2.423434986743364
ENSGALG00010012274,B4GALNT3,1,0,ENSGALG00000012988,-1.7662195136788192,
ENSGALG00010017495,NT5M,14,0,ENSGALG00000004842,-1.9360963035659253,-2.680018315027312
ENSGALG00010015474,PHOX2B,4,0,ENSGALG00000014250,-2.1845920734710207,
ENSGALG00010017760,,14,0,ENSGALG00000030888,-1.5566839799132044,-1.893088820192938
ENSGALG00010015802,TRPC7,13,0,ENSGALG00000006297,-0.38125093197362747,
ENSGALG00010015128,OCRL,4,0,ENSGALG00000003920,-1.7972088725277389,-2.355088366096349
ENSGALG00010010898,PHF24,Z,1,ENSGALG00000001900,-3.3044408892521053,
ENSGALG00010016415,RASGRF1,10,0,ENSGALG00000008262,-2.5280947585593787,
ENSGALG00010011055,TOR3A,8,0,ENSGALG00000004216,-1.86613795111109,-2.03993338604731
ENSGALG00010012442,CPLX1,Z,1,ENSGALG00000015332,-0.6913598835071504,
ENSGALG00010015131,DOK5,20,0,ENSGALG00000007786,-1.577091211137565,
ENSGALG00010014371,TTC33,Z,1,ENSGALG00000014826,-0.8555840012004933,-1.2036689920391732
ENSGALG00010017280,SOS1,3,0,ENSGALG00000039450,-0.8345763525163346,-2.237900968606308
ENSGALG00010013995,REM1,20,0,ENSGALG00000045602,-2.8923815903073256,-2.0726762698121552
ENSGALG00010015855,NIPAL3,23,0,ENSGALG00000004268;ALDBGALG0000003092,0.6730127904479645,
ENSGALG00010010689,POFUT2,7,0,ENSGALG00000047621;ENSGALG00000006141,-0.606413504923454,
ENSGALG00010010154,IQSEC3,1,0,,-2.02173899486662,
ENSGALG00010010625,FAM169A,Z,1,ENSGALG00000014943;ALDBGALG0000005808,-1.1614793215698311,
ENSGALG00010010784,CCDC148,7,0,ENSGALG00000012555,-0.6121124732836407,
ENSGALG00010016017,RAPGEF6,13,0,INRAGALG00000022826;INRAGALG00000022827;ENSGALG00000029896,-1.5905423325833112,
ENSGALG00010015963,DIPK2A,9,0,ENSGALG00000002347,-1.8405417294932933,-2.246819916983127
ENSGALG00010016814,HMGXB3,13,0,ENSGALG00000005770,-1.66438491399682,-2.866472005566463
ENSGALG00010017057,NDUFAB1,14,0,ENSGALG00000006073,-1.106496625119735,0.2708699631550705
ENSGALG00010010284,CCDC25,3,0,ENSGALG00000016586,-0.47694900719969535,0.0498805233028389
ENSGALG00010016533,CNIH4,3,0,ENSGALG00000030269,-0.14724369716442498,0.5706137835963455
ENSGALG00010016915,PLOD2,9,0,ENSGALG00000006783,0.11911542756829319,0.2984546743857352
ENSGALG00010010905,ENC1,Z,1,ENSGALG00000014930;INRAGALG00000024442,-1.0383825786447944,
ENSGALG00010017658,WHAMM,10,0,ENSGALG00000006002,-1.522685546572633,-1.5390837273190954
ENSGALG00010012962,SLC25A17,1,0,ENSGALG00000012013,-0.40440110863735185,0.1121762638548131
ENSGALG00010014952,C21orf58,7,0,NONGGAG004898;ENSGALG00000047637,-1.1137297843309257,
ENSGALG00010015974,VPS37A,4,0,ENSGALG00000013646,-0.9326128907962614,-0.2232534872249214
ENSGALG00010010940,NRG3,6,0,ENSGALG00000054100;ENSGALG00000047881;NONGGAG010370,-1.5462505033470828,
ENSGALG00010012131,SLC14A2,Z,1,,-0.6386555359611807,
ENSGALG00010011699,TIAM1,1,0,ENSGALG00000015842;NONGGAG007609,-1.5795350535777872,
ENSGALG00010015481,GOLGA5,5,0,ENSGALG00000010813,-1.2735912739341675,-0.1363429571452764
ENSGALG00010014745,LSM10,23,0,ENSGALG00000032925;ENSGALG00000002127,-2.8876732272472485,
ENSGALG00010010856,CSDC2,1,0,ENSGALG00000030101;INRAGALG00000000822,-2.264227983047416,
ENSGALG00010013253,SHB,Z,1,ENSGALG00000026811,-1.8306282720294784,-2.6562273803792755
ENSGALG00010013583,FASLG,8,0,INRAGALG00000015927;NONGGAG005110;INRAGALG00000105062;ENSGALG00000003076,-1.6495152016168424,
ENSGALG00010010870,NOL6,Z,1,ENSGALG00000030730,-1.7169838125407564,-1.000042385291973
ENSGALG00010011875,PSD2,13,0,ENSGALG00000030836,-2.11741329301616,-3.228013866509188
ENSGALG00010015684,PDE6D,9,0,ENSGALG00000033062,-0.8216898744720152,-0.9273359586317476
ENSGALG00010011886,NTNG1,8,0,ENSGALG00000031122,-0.5738130448460486,-2.995907310594931
ENSGALG00010016742,TRMT12,4,0,ENSGALG00000006773,-2.2269355906264248,-3.7639073853480176
ENSGALG00010010868,SLC39A10,7,0,ENSGALG00000007777,-0.8199878887810104,-0.3651523799115242
ENSGALG00010012791,C8orf37,2,0,ENSGALG00000038971,-1.0606775977815657,-1.4690042849026448
ENSGALG00010010944,NPHS2,8,0,ENSGALG00000004163,-1.3532666175679724,
ENSGALG00010011953,CDK17,1,0,ENSGALG00000011456,-0.4638275384217021,-0.0329738334585835
ENSGALG00010011166,SOX7,3,0,ENSGALG00000041296,-2.470772532122318,-1.4194436533128312
ENSGALG00010016738,NAA60,14,0,ENSGALG00000042322;ALDBGALG0000001660,-0.9805412390300788,
ENSGALG00010015362,ATP9A,20,0,ENSGALG00000007912;ENSGALG00000034664,-1.1194728213549558,
ENSGALG00010011913,CXXC5,13,0,ENSGALG00000000884,-1.4515026305272754,-0.0340618213499823
ENSGALG00010010927,C9orf24,Z,1,ENSGALG00000046225,-1.2880045097917292,
ENSGALG00010011649,MRPS27,Z,1,ENSGALG00000015002,-0.5317089825251571,0.6626499168867774
ENSGALG00010010572,AQP3,Z,1,ENSGALG00000002452,-0.197999478302059,0.571143188873065
ENSGALG00010016514,FAM198A,2,0,INRAGALG00000006782;ENSGALG00000037533,-2.8242609708508284,
ENSGALG00010014935,PCYT1A,9,0,ENSGALG00000027722;ENSGALG00000007474,-1.3432754886279774,
ENSGALG00010017381,CA6,21,0,ENSGALG00000002390,-2.1158254998426456,-2.5747518775897804
ENSGALG00010014550,SCML4,3,0,ENSGALG00000049952;ENSGALG00000049020,-2.151772274015841,
ENSGALG00010016619,SLC25A47,5,0,INRAGALG00000014325;ENSGALG00000011225,-0.534790611076759,
ENSGALG00010013177,OXR1,2,0,ENSGALG00000042182;ENSGALG00000025532,-1.0075100396002024,
ENSGALG00010011673,POP1,2,0,ENSGALG00000032042,-1.009126386135312,-1.3521521765560949
ENSGALG00010015563,B3GNT7,9,0,INRAGALG00000016784;INRAGALG00000016785;INRAGALG00000016786;INRAGALG00000016787;ENSGALG00000007701,-1.72470331482632,
ENSGALG00010017119,BTBD6,5,0,ENSGALG00000033813,-1.6110194182170923,-1.5782164840464894
ENSGALG00010011348,SLC22A23,2,0,ENSGALG00000012816,-1.289825459430058,-3.009799610205224
ENSGALG00010011399,JAKMIP1,4,0,ENSGALG00000015528;INRAGALG00000104161;INRAGALG00000013204;INRAGALG00000104164;INRAGALG00000104165,-1.3338492843203942,
ENSGALG00010011571,FAM214B,Z,1,ENSGALG00000002069;INRAGALG00000024152,-2.883125697137686,
ENSGALG00010017765,SYT16,5,0,INRAGALG00000014480;ENSGALG00000011861,-1.887341229586076,
ENSGALG00010012341,GOPC,3,0,ENSGALG00000014902,-0.9809299571319985,-1.1208453674053442
ENSGALG00010013772,KIAA0319L,23,0,ENSGALG00000002445,-1.7753335465114426,-2.8335247230679643
ENSGALG00010014882,XPNPEP2,4,0,ENSGALG00000025935,-2.4217597112896643,-1.3112511187266327
